,text,BIO_anno,class,bank_topic
8506,我用的是现金分期，现在暂时一年没固定，之前也没提。,O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,2,民生银行
8507,这是个好办法?我就是这么操作广发的??,O O O B-COMMENTS_ADJ O O O O O O O O O O B-BANK I-BANK O O O,2,民生银行
8508,这玩意是咋下来的啊，等的焦虑,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
8509,在分期中算很低很低。,O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8510,全民乐现金??就是一个分期在分期中算很低很低。跟正规贷款肯定没法比，有点点偏高，但是民生这个分期手续费按月收取的，后期可以提前还，就把剩余本金加上未出账单一期...,O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,
8511,你这个好低，我的快接近15%了,O O O O O O O O O O O O O O O,2,民生银行
8512,没打折？我的6万每个月才200手续费,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N,2,民生银行
8513,我的这个合算吗，这玩意提前还款可以免后面的手续费吗，用12期然后就提前还款了。这样的话才划算。,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2,民生银行
8514,卧曹，牛逼这么低？？,O O O O O O O B-COMMENTS_ADJ O O,2,民生银行
8515,没打折呀,O O O O,2,民生银行
8516,工行无界白64K,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O,2,民生银行
8517,你亏打了，专享的一般都是打五折，我借100000一个月才360的利息。,O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,民生银行
8518,额度外的吗？,B-COMMENTS_N I-COMMENTS_N O O O O,2,民生银行
8519,是的已经到账,O O O O O O,2,民生银行
8520,恭喜！用了后万年不提！！:lol,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O,1,民生银行
8521,这个很低了,O O O B-COMMENTS_ADJ O,2,民生银行
8522,兄弟，几号申请的，几天到账啊？快不快,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,
8523,什么低,O O B-COMMENTS_ADJ,2,民生银行
8524,0.75也不低啊，没优惠么？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2,民生银行
8525,利率,B-COMMENTS_N I-COMMENTS_N,2,民生银行
8526,最近好像利息在半价优惠,O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8527,利息高,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ,2,民生银行
8528,点进去看了一下，这利率吓人,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2,民生银行
8529,这个需要卡块知道金额,O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,民生银行
8530,现在民生欠款11W，这两天当地用卡部打电话过来说20w以下只能申请36期，不能申请60期！,O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2,民生银行
8531,你打什么电话本地卡部才联系你的？,O O O O O O O O O O O O O O O O,2,民生银行
8532,你这个欠款金额完全可以申请60期了，多磨一磨,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_ADJ O O O,2,民生银行
8533,哎，都磨了五个月了，还是不开口，我这额度就这样了吧,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,
8534,怎么能呢，很好弄啊,O O O O O O B-COMMENTS_ADJ O O,2,民生银行
8535,好弄？？,B-COMMENTS_ADJ O O O,2,民生银行
8536,请问群主是哪个地区的？,O O O O O O O O O O O,2,民生银行
8537,福州，倒是还是没申请下来,O O O O O O O O O O O O,2,民生银行
8538,很容易得到。？,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,民生银行
8539,一个过来人?20岁以下36岁?60以上20?不要被反收集忽略,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8540,欠款金额可以申请60期。再努力,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8541,民生是越来越辣鸡了。准备注销了,B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O,0,民生银行
8542,就这么回事吧，下卡四年多还没首提，无所谓了,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8543,活该，优质客户卡得SISI的，不良的猛的给钱,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2,民生银行
8544,民生二手审批制度是个大问题，活该。,B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2,民生银行
8545,性能太差。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8546,我是卡中心给我说办下来提一倍我录音了，超级开心,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
8547,我被骗了,O O B-COMMENTS_ADJ O,0,民生银行
8548,你又不用，有没有有什么区别，搞笑的,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
8549,就是想用，就没了,O O O O O O O O,2,民生银行
8550,招行63k??广发82k??中信34k??,B-BANK I-BANK O O O O O B-BANK I-BANK O O O O O B-BANK I-BANK O O O O O,2,
8551,你不用再要了。有区别吗？,O O O O O O O O O O O O,2,民生银行
8552,这额度还好了，如果是10万以上，一下子授信增加20万，那是真的完了,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,民生银行
8553,你不借10万，借2万就不会那么高,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8554,就看自己缺钱不，如果应急的谁还扯那么多啊？,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2,民生银行
8555,我出了十万额度外。没折扣。没用,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,民生银行
8556,反正挺坑的,O O O B-COMMENTS_ADJ O,2,民生银行
8557,民生最可怕的就是这个授信翻倍了，否则利率有的人是非常低的,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8558,有折扣敢用么,O O O O O O,2,民生银行
8559,用这种贷款不会死，也不会用一分。,O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O,2,民生银行
8560,但是没钱用还是挺好的,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8561,这个额度是可以的，超过10万的话，信用额度一下子就提高20,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,民生银行
8562,4.6万，不是46万。?你的46万会毁了信用信息?你46000。银行没那么傻，毕竟有中国银行管着在,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O,2,
8563,首卡送，反正浦发就是的,B-PRODUCT I-PRODUCT O O O O B-BANK I-BANK O O O,2,
8564,新客户才送你去看看细则,O O O O O O O O O O O,2,民生银行
8565,不过要薅就抓紧，可能随时没货的，赶紧的,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
8566,我拿了两盒，都收到卖了。卡都不在我手上，我心大不,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
8567,来自新旧两户,O O O O O O,2,民生银行
8568,找你朋友打个电话过去消卡，注销就好了,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2,
8569,App里，我的-更多-只能语音-我的客服，输入人工服务，然后后发送。按照提示操作，你个银行客服说明你的情况...,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
8570,Sales卡Bold,O O O O O O O O O O,2,民生银行
8571,有人能回复我吗？聋人不打信用卡中心。,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2,民生银行
8572,好的，我试试，谢谢,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8573,12期都是0.36为毛我的年华7.88你的8.09？这玩意怎么算的，完全不懂,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
8574,银监会？这么夸张,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
8575,还是觉得银监会猛，投诉过一次过半小时银行乖乖的打电话过来了。,O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
8576,正撸：中信招行华夏光大兴业平安,O O O B-BANK I-BANK B-BANK I-BANK B-BANK B-BANK I-BANK I-BANK B-BANK I-BANK B-BANK I-BANK,2,
8577,口头投诉还需要书面证明吗,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2,民生银行
8578,准备打。这次投诉定了。大家团结起来。虽然最后不知道怎么样，但是合理地维护自己的权利还是要必须要的。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2,民生银行
8579,兴业银行偷偷给我办了一张准贷记卡，要不是我查了信报现在还被蒙呢,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,
8580,我还是觉得银监会比较凶，银行听话一次半小时,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2,民生银行
8581,打了多少电话,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,民生银行
8582,我之前稳定三个月一提，自从授权之后，翻车至今6个多月了，刚才有位兄台回复我他授权一年不提，上个月关了，这次提了，我立马关了，民生竟整特么的幺蛾子！...,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O,2,民生银行
8583,怎么关,O O O,2,民生银行
8584,谢谢，它怎么提示关了就无法主动提额,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,民生银行
8585,之前稳定的提了三个月。授权至今已有6辆以上翻车,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2,民生银行
8586,"感觉期数再长点好吧，你这每个月还一万多没什么意思,这分期跟没分一样啊",O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2,
8587,顺德农商_14k,O O B-BANK I-BANK O O O O,2,民生银行
8588,感觉期数比较长。你每个月还有一万多没意思,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2,民生银行
8589,我都一年了没有提,O O O O O O O O,2,民生银行
8590,什么卡种咋用的老哥,O O O O O O O O O,2,民生银行
8591,羡慕你的额度,B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N,2,民生银行
8592,你也会有的。,O O O O O O,2,民生银行
8593,工行2044100医护白星座白200308,B-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2,
8594,想多了，最高15万，上不去再激活精英白吧,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT I-PRODUCT O,2,民生银行
8595,看信用,O B-COMMENTS_N I-COMMENTS_N,2,民生银行
8596,绝逼用了现分，分期都这样,O O O O O O O B-PRODUCT I-PRODUCT O O O,2,
8597,这个自己满意就好,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ,2,民生银行
8598,额度美丽,B-COMMENTS_N I-COMMENTS_N O O,2,民生银行
8599,不满意看到说标白可以上15万,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2,民生银行
8600,我想多了，最高15万。如果我起不来了，就不能再激活精英了。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O,2,民生银行
8601,这个我很满意。,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8602,太高了，我看不见。,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2,民生银行
8603,为什么从没人挽留我呢啊？那你就留着月月撸空，也可以的,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
8604,没有卖不出去的卡，放心吧,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
8605,我把授权结果关了，民生后面就不会自动给我调额了吧,O O B-COMMENTS_N I-COMMENTS_N O O O O O B-BANK I-BANK O O O O O O O O O O O O O,2,民生银行
8606,"我现在也是懵圈当中，之前稳定三个月一提,自从授权后，翻车6个月了，临时一直有，固定没有，我现很矛盾，关了它就害怕错过提额，开着呢，只给临时没固定，6个月这个时间段...",O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
8607,我现在也在讨厌鬼圈里，之前稳定了三个月。既然授权，,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,民生银行
8608,我蹲了好几天，今天一把抓住了,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2,民生银行
8609,征信花不要紧，只要不是碰小贷，只要不是负债高,B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ,2,民生银行
8610,结清网贷了去年已经??房贷算负债吗？??我媳妇刚申的5w标准白，我自己卡负债百分之60??不知道房贷算不算负债啊？??卡负债率不高，征信无查询半年多??，等媳妇卡激活明天...,O O B-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,
8611,一楼是对的,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8612,信用花了没关系，只要不是小额贷款，只要不是高负债。,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2,民生银行
8613,单位地址即可我就是，额度还挺高的,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
8614,民生异地不能激活,B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2,民生银行
8615,请问固话填真实本地区号加8位号码吗？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2,民生银行
8616,你不是二卡吗，那还用填单位电话啥的吗,O O O O O O O O O O O O O O O O O O,2,民生银行
8617,交通的啊，能秒批填啥都行，秒批不了的必须有单位座机，而且不能是别的单位用过的。,B-BANK I-BANK O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2,民生银行
8618,怎么知道是不是别的单位用过的？系统里自动比对吗？,O O O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
8619,那肯定的啊，系统都会显示的，完全放心,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
8620,对于运输，您可以在几秒钟内填写任何内容。如果几秒钟都拿不到，那就必须有工作座机,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
8621,异地民生无法激活,O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N,2,民生银行
8622,后面过了一会发现门上贴着民生的信，,O O O O O O O O O O O O B-BANK I-BANK O O O,2,民生银行
8623,3月1日起暴力催收是要入刑的，包括网贷,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT,2,
8624,老哥，上门是上哪里的门？申请信用卡的时候填的居住地址？还是户籍地？,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,2,民生银行
8625,居住地址,O O O O,2,民生银行
8626,欠钱啥时候变得这么理直气壮了,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8627,还债自然。有什么可埋怨的,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
8628,抱怨上门催,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,民生银行
8629,微信，支付宝，云闪付，网络支付有积分,O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT,2,民生银行
8630,刷KQ全积分,O O O O B-PRODUCT I-PRODUCT,2,民生银行
8631,刷卡没有积分是不,B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O O,2,民生银行
8632,【民生】：58k,O B-BANK I-BANK O O O O O,2,民生银行
8633,有积分,O B-PRODUCT I-PRODUCT,2,民生银行
8634,直接打电话问问，干等也不是办法,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2,
8635,有什么问题啊？,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,民生银行
8636,怎么会哦没写？,O O O O O O O,2,民生银行
8637,电话要求加办提额的，估计是忽悠,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2,民生银行
8638,假的不用开了送人头的,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2,民生银行
8639,那就对了借钱显示双倍的+固定额度,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,民生银行
8640,借这么多！利息多少？,O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8641,20*2+54000就是你征信上显示的,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O,2,民生银行
8642,分期多少费率呀,B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,民生银行
8643,民生现分双倍额+信用卡额显示征信上,B-BANK I-BANK O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O,2,民生银行
8644,不显示贷款吗？,O O O B-PRODUCT I-PRODUCT O O,2,民生银行
8645,叠加在固额额度上，比如你专享分期20万，不管你用了几万，征信上按20万算，而且是双倍显示，这是最可怕的地方，你的总授信一下子增加了那么多，如果你本身原来的总授信已...,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2,民生银行
8646,靠??太坑了吧目前总授信32万??兴业4+1一提妥妥的??这下估计凉了害,O O O O B-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-BANK I-BANK O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0,
8647,难怪借了民生的现金后8个月所有银行都不提了,O O O O B-BANK I-BANK O O O O O O O O O O O O O O O,2,民生银行
8648,赶快去看吧，大家。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2,民生银行
8649,明显智商税,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8650,用不上的东西啊~,O O O O O O O O,2,民生银行
8651,明明智商税,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8652,大家去看看?你确定不是智商税？,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8653,无用，网贷都没用吧,O O O B-PRODUCT I-PRODUCT O O O O,2,
8654,是吗？下面出了借钱和账单分期的选项,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O,2,民生银行
8655,没有意义啦。。。,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,民生银行
8656,那么多行，不累吗,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8657,挨个数了一遍，十一张卡，评论额度二万多，确实挺辛苦的，你应该跳出来几张主刷，把额度涨上去，然后再申卡，申请这么多，额度都不高，也不给你好好涨...,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ O O O,2,民生银行
8658,嘿...我难过,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8659,谢谢大哥。配额低的话为什么不刷卡？还是直接下注,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2,民生银行
8660,金额不错,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8661,这种卡。下卡是要去选的商户做分期吗？还是怎么操作,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O,2,民生银行
8662,牛逼克拉斯,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,民生银行
8663,2017年11月交行下卡6k,O O O O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O,2,民生银行
8664,中信1.4W,B-BANK I-BANK O O O O,2,民生银行
8665,招行：标准金65k,B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2,民生银行
8666,农行：34k，5.24,B-BANK I-BANK O O O O O O O O O,2,民生银行
8667,广州57K,B-BANK I-BANK O O O,2,民生银行
8668,万年秒拒我的银行,O O O B-COMMENTS_ADJ O O O O,2,民生银行
8669,有房贷吗,O B-PRODUCT I-PRODUCT O,2,民生银行
8670,我的显示初审额度27000,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,民生银行
8671,我的提交时说要人工客服回访，这有戏吗？,O O O O O O O O O O O O O O O O O O O,2,民生银行
8672,吊大一级，优秀,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8673,我的房子，没在我名下。要不总授信应该是60以上,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2,民生银行
8674,真羡慕我们这样有四万多的注销又担心批的比现有的还低,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8675,参考它行卡的，招行啊，浦发啊,O O O O O O O B-BANK I-BANK O O B-BANK I-BANK O,2,
8676,牛逼牛逼你牛逼。,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8677,只有羡慕的份,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,民生银行
8678,是很感人,O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8679,资质过硬,O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8680,厉害啊,B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8681,幼稚大佬,B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,民生银行
8682,我是查了一下五万，但是下不了卡，说评分不足信。,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,民生银行
8683,最低的也有5000的（捂脸）,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,2,民生银行
8684,恩有房贷的,O O B-PRODUCT I-PRODUCT O,2,民生银行
8685,没事还有其他行我最多留5张,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,民生银行
8686,线下办的？是卡员上门办的吗？,O O O O O O O O O O O O O O,2,民生银行
8687,浦发记仇，销了终身拒,B-BANK I-BANK O B-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ,2,民生银行
